"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"593";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"594";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"595";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"596";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"597";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"598";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"599";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"600";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"601";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"602";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"603";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"604";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"605";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"606";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"607";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"608";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"609";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"610";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"611";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"612";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"613";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"614";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"615";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"616";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"617";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"618";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"619";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"620";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"621";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"622";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"623";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"624";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"625";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"626";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"627";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"628";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"629";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"630";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"631";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"632";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"633";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"634";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"635";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"636";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"637";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"638";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"639";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"640";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"641";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"642";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"643";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"644";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"645";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"646";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"647";2;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"648";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"649";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"650";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"651";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"652";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"653";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"654";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"655";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"656";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"657";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"658";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"659";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"660";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;58
"661";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"662";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"663";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"664";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;37;37;37;37;37;37;37;37;37;37;37;37
"665";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;38;38;38;38;38;38;38;38;38;38;38
"666";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"667";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"668";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"669";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"670";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"671";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"672";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"673";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"674";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"675";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"676";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"677";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"678";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"679";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"680";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"681";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"682";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"683";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"684";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"685";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"686";2;4;7;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"687";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"688";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"689";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"690";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"691";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"692";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"693";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"694";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"695";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"696";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"697";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"698";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"699";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"700";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"701";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"702";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"703";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"704";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"705";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"706";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"707";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"708";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"709";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"710";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"711";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"712";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"713";2;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"714";2;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"715";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"716";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"717";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"718";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"719";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"720";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;55;55;55
"721";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"722";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"723";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"724";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"725";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"726";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"727";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"728";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"729";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"730";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"731";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"732";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"733";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"734";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"735";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"736";2;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"737";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;55;55;55
"738";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"739";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"740";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"741";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"742";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"743";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"744";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"745";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"746";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"747";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"748";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"749";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"750";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"751";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"752";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;40;40;40;40;40;40;40;40;40;40
"753";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"754";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"755";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"756";2;4;7;9;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"757";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"758";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"759";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"760";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"761";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"762";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"763";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;56;56
"764";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"765";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"766";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"767";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"768";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"769";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"770";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;38;38;38;38;38;38;38;38;38;38;38
"771";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"772";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"773";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"774";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"775";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;51;51;51;51;51
"776";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
"777";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;45;45;45;45;45;45;45;45
"778";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;35;35;35;35;43;44;44;44;50;50;50;50;50
"779";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"780";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;49;49;49;49;49;49
"781";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"782";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;53;53;53;53
"783";2;4;7;9;10;12;15;15;15;15;15;15;26;26;26;26;26;36;39;41;41;41;41;41;41;41;41;41;41
"784";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;47;47;47;47;47;47;47
"785";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"786";2;4;7;9;10;12;14;16;18;20;23;24;24;29;31;31;31;31;31;31;31;31;31;48;48;48;48;48;59
"787";2;4;7;9;10;12;14;16;18;20;23;25;25;25;25;25;25;25;25;25;25;25;46;46;46;46;46;46;46
"788";2;4;7;9;10;12;14;16;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;54;57;57
"789";2;4;7;9;10;12;14;16;18;20;23;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"790";2;4;7;9;10;12;15;15;15;15;15;15;27;27;27;32;34;34;34;34;34;34;34;34;34;34;34;34;34
"791";2;4;7;9;10;12;14;16;18;20;23;24;24;29;30;30;30;30;30;30;30;30;30;30;30;52;52;52;52
